ServiceID,total_requests,slow_requests,E_pct,n_replicas,avg_response_time_sec,p95_response_time_sec,p99_response_time_sec,deadline_violations,deadline_violation_rate_pct,avg_distance_km,avg_network_delay_ms,p95_network_delay_ms,p99_network_delay_ms,cycle,servers_on
12,7,6.0,85.71428571428571,2,188.58939198984726,342.0151603585214,356.417775322535,5,71.42857142857143,13.03317645708241,17.96341841870807,28.307620081718827,28.866123457494428,0,2
13,6,4.0,66.66666666666667,2,186.68332016387888,332.5203981116118,346.5215449115113,3,50.0,11.810522110047652,16.653497212214987,25.181729062049357,26.075093748970755,0,2
14,9,6.0,66.66666666666667,2,370.0194693908196,684.0084870220173,712.8057980426024,6,66.66666666666667,14.438821081690485,19.469390819683618,37.02703156980287,37.74667155362688,0,2
15,2,1.0,50.0,2,225.02125786580928,292.5245786128913,298.5248737904097,1,50.0,16.108147992125744,21.257865809243818,24.57861289125484,24.873790409655818,0,2
1,24,22.0,91.66666666666667,2,9.186858405739383,18.865696532006375,19.79390137194126,21,87.5,15.113046544462167,20.191739072715368,32.237741848499645,37.95932265551488,1,2
2,36,34.0,94.44444444444444,2,25.740724792662345,54.52903599217934,57.3184934877711,33,91.66666666666667,13.536410208419802,18.502570440126572,29.917749043353247,33.93302006402778,1,2
3,16,14.0,87.5,2,24.271548824755854,49.01749701120293,51.41808803222154,13,81.25,16.379723273995545,21.548824755853175,38.290571547834666,41.9127006192872,1,2
4,25,22.0,88.0,2,59.099637112112994,124.6253685657839,131.33783139933635,21,84.0,14.595368794134712,19.637112112995993,33.534324149865725,38.56489319290487,1,2
5,17,16.0,94.11764705882354,2,59.4339185302452,122.02109942992644,128.4187564489356,14,82.3529411764706,16.94441784935597,22.153824362855914,35.79678686002315,36.17784369167211,1,2
6,15,13.0,86.66666666666667,2,106.01844861060616,199.51986295186302,207.92542871229634,12,80.0,13.48604517482996,18.448610606159537,28.498003859292986,31.629993241266735,1,2
7,13,11.0,84.61538461538461,2,98.09681569920357,185.01572083495316,197.01481851745373,10,76.92307692307692,14.833856892095874,19.89262228050423,35.30016028119915,42.19178266630439,1,2
8,8,7.0,87.5,2,90.64403524292472,166.2634011900165,173.26426473247474,6,75.0,14.033596089223483,19.035242924719775,29.185327481914786,29.676668862665853,1,2
9,14,13.0,92.85714285714286,2,197.1656504389264,370.52140772931335,386.1195083994399,12,85.71428571428571,17.541287995233223,22.793296069232643,36.07448933231898,39.36828495860713,1,2
10,13,10.0,76.92307692307692,2,212.32972272046098,416.0269706557995,435.2370587621726,9,69.23076923076923,16.829227926969352,22.030412768667855,34.04062342278886,38.47275569725288,1,2
11,8,7.0,87.5,2,150.02348451879197,282.51398497148324,296.5132511997954,5,62.5,18.186461508369486,23.484518791970654,36.964733782097724,39.05757776911466,1,2
12,8,6.0,75.0,2,180.0234831908493,339.0180870094455,355.8195855793629,6,75.0,18.185222033147447,23.483190849300506,34.059751733963736,35.65901346396974,1,2
13,4,2.0,50.0,1,175.01362781171323,269.5156971186873,277.9153737694632,2,50.0,8.986407568073366,13.62781171322706,17.583322494501598,17.906671718589795,1,2
14,1,1.0,100.0,2,90.02900574930143,90.02900574930143,90.02900574930143,0,0.0,23.339868026196736,29.00574930143833,29.00574930143833,29.00574930143833,1,2
15,0,,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,2
1,32,28.0,87.5,3,6.892119873293603,13.466068374845515,14.013447803700508,27,84.375,12.245828249405847,17.119873293602865,30.25002683666346,32.41299058676017,2,3
2,30,26.0,86.66666666666667,3,15.215085324576082,29.113230803058507,31.433125028790688,25,83.33333333333333,10.471271701574372,15.085324576082524,22.033219778562525,23.134960489032423,2,3
3,25,21.0,84.0,3,22.257537850495282,43.217089751564465,47.05516799300072,21,84.0,12.635959839048832,17.537850495283465,31.685544152868722,35.366499562623346,2,3
4,21,16.0,76.19047619047619,3,38.350077492868664,84.00990144976655,89.61689742013262,16,76.19047619047619,11.895144515515883,16.744159535328727,29.774605437559153,34.99427037361806,2,3
5,13,10.0,76.92307692307692,3,33.094962418896706,60.018517812885136,60.02244103142808,8,61.53846153846154,13.391235857671013,18.03934197362871,31.186718447540905,31.947644142487263,2,3
6,11,7.0,63.63636363636363,3,42.289240376195636,75.01962871653522,75.02741052995016,6,54.54545454545455,11.679481387618893,16.51310346835769,26.38890968385716,28.762568579890115,2,3
7,15,11.0,73.33333333333333,3,101.68323648599501,207.5170322050872,221.51693370140154,10,66.66666666666667,11.732418840953242,16.569819328329544,25.233283391956054,34.086005964497424,2,3
8,23,17.0,73.91304347826087,3,115.23425185306374,222.5172302733662,244.51452834155444,17,73.91304347826087,12.003779856989624,16.860548715898197,25.949491056622662,30.100254305177113,2,3
9,11,5.0,45.45454545454545,3,81.83452180182078,165.02111940216838,177.02804356478373,5,45.45454545454545,11.517894789195147,16.339983638968715,29.750859149717265,29.769856179990775,2,3
10,7,2.0,28.571428571428573,3,68.5866696385573,108.01182832397487,117.60713171552828,2,28.571428571428573,10.492188020264921,15.241067128735255,23.48681703677347,25.11877562930526,2,3
11,4,3.0,75.0,3,87.52208366748435,142.52307505607337,148.52415273105152,1,25.0,16.878934817208798,22.083667484353768,24.84980491732538,24.910179757973772,2,3
12,9,4.0,44.44444444444444,3,126.68291342762258,216.01959011903136,235.2193787741705,3,33.333333333333336,11.430882594780877,16.246760955907735,20.906824102484165,21.39772194621018,2,3
13,2,1.0,50.0,3,105.01588669898348,136.51058028644698,139.31010860533263,0,0.0,11.094807925848635,15.886698983472794,21.193111519971616,21.664792634327068,2,3
14,1,0.0,0.0,1,90.01565640561006,90.01565640561006,90.01565640561006,0,0.0,10.87985668092104,15.656405610063032,15.656405610063032,15.656405610063032,2,3
15,2,1.0,50.0,3,150.01915565782792,150.03056298144674,150.0315769657684,0,0.0,14.14598895998014,19.155657827934114,30.562981446760286,31.576965768433727,2,3
1,35,30.0,85.71428571428571,4,6.357468213593973,14.313293194591544,15.679403368343133,29,82.85714285714286,10.010833952036668,14.611070736829893,27.87539478874487,31.040641530613733,3,4
2,24,19.0,79.16666666666667,4,11.34970091864347,25.720513084587814,27.558065875162438,18,75.0,11.543657638953922,16.367585310136494,30.14356383029215,34.098006816991216,3,4
3,17,12.0,70.58823529411765,4,12.013819372739006,24.807067347212044,27.36617952017573,11,64.70588235294117,9.384825651600575,13.819372739004923,23.87262904098182,27.276253876390143,3,4
4,17,10.0,58.8235294117647,4,20.190667154615046,36.419416714709264,40.893255675248156,9,52.94117647058823,9.517271838362273,14.196566379750278,22.15814329137412,24.76967529298888,3,4
5,19,14.0,73.6842105263158,4,41.59413357942966,81.01292010196978,88.21259438906972,14,73.6842105263158,10.833988545657876,15.186211008614,24.646207371060946,24.963820271045726,3,4
6,10,6.0,60.0,4,40.51919960682073,83.27169308595484,88.67116977967734,5,50.0,14.187010073938499,19.19960682072864,29.13048101851637,30.158679451121053,3,4
7,9,6.0,66.66666666666667,4,69.46069933392874,115.01807204816033,123.02176330916849,5,55.55555555555556,11.438469601168364,16.25488948428934,26.110439017869844,27.51617011639986,3,4
8,13,8.0,61.53846153846154,4,61.55352993661414,110.01897995982401,122.01536103354383,7,53.84615384615385,10.33102223928436,15.06839815260193,28.445615556245862,29.50880746129649,3,4
9,8,2.0,25.0,4,56.26273914492622,90.02192422859353,90.02705939532548,2,25.0,8.156943700468107,12.739144926223021,22.748829098997987,27.224315426562857,3,4
10,7,4.0,57.142857142857146,4,62.87714970364514,108.01314801277937,117.61185603834386,1,14.285714285714286,14.940471504181811,20.006846502282123,33.445330566950055,34.847392485710635,3,4
11,8,2.0,25.0,4,81.2645607050845,132.51476661971324,146.5145897900284,1,12.5,9.857151647992506,14.56070508450623,22.70048800397308,25.94132465971088,3,4
12,5,1.0,20.0,4,84.0136496890218,120.01277686823651,120.01419183973304,0,0.0,9.00682741187303,13.649689021798633,21.03214796316143,21.803014971999776,3,4
13,2,0.0,0.0,1,105.01445473511333,136.5158173202099,139.31593843888513,0,0.0,9.758241388907873,14.45473511332925,15.81732020987976,15.938438885128694,3,4
14,6,5.0,83.33333333333333,4,180.01893158615243,270.01849241149444,270.0202853598825,4,66.66666666666667,13.936844923836118,18.931586152385716,24.00887836048581,24.729679116545334,3,4
15,2,2.0,100.0,4,150.0225154668235,150.02467043805737,150.02486199105593,0,0.0,17.281967714467044,22.51546682348286,24.670438057352477,24.861991055918665,3,4
1,21,15.0,71.42857142857143,5,4.299972462275757,9.006461713201308,9.811179788453982,14,66.66666666666667,9.57477755407189,14.258176561471121,22.750228822535373,26.39817138960571,4,5
2,27,21.0,77.77777777777777,5,8.608018618257676,17.41348207856403,19.49447675445584,21,77.77777777777777,10.66482463181732,15.426025665085323,26.989386262886175,29.133848851950823,4,5
3,19,15.0,78.94736842105263,5,17.910205868732827,40.40777802977213,43.29296019669478,13,68.42105263157895,10.70496087317219,15.469026627562721,23.154649719561554,25.853918675007066,4,5
4,22,14.0,63.63636363636363,5,26.107114743504358,55.665632282294425,56.02224438474458,13,59.09090909090909,11.39251287026032,16.20565259526707,26.191958361854333,27.294772951956467,4,5
5,24,17.0,70.83333333333333,5,42.5173995351605,88.5103140711183,90.01242811041077,16,66.66666666666667,12.66242240718013,17.399535160501827,27.622565568886213,27.993879781672675,4,5
6,16,10.0,62.5,5,45.95199392083011,93.76287569775972,102.75257513955194,9,56.25,10.49485160825525,14.493920830112387,25.273381864293523,27.9241293535604,4,5
7,21,14.0,66.66666666666667,5,127.39386226229284,300.0138620329787,320.0114722082346,14,66.66666666666667,8.494092346642773,12.909881340466805,20.46603385394325,22.29338982881695,4,5
8,7,2.0,28.571428571428573,5,35.730185424745194,67.51341356018256,73.51442186289195,1,14.285714285714286,11.10695257823521,15.899710459484183,24.735191264528023,26.795163878004235,4,5
9,10,5.0,50.0,5,60.01567192752778,106.52482041680587,117.32681220898628,3,30.0,10.894344529555926,15.671927527773729,25.616161130032395,26.97135785110511,4,5
10,6,4.0,66.66666666666667,5,140.01764482976918,230.0251800873827,238.02943420710906,4,66.66666666666667,12.735812161172332,17.644829769175846,27.90356636583425,29.97890290568192,4,5
11,5,2.0,40.0,5,70.015326469077,100.01845423654314,100.01969970218556,1,20.0,10.57190049667637,15.326469076985532,20.765465112763525,20.91634441608079,4,5
12,3,1.0,33.333333333333336,5,80.01363250962171,114.00721859934188,118.8057898433359,0,0.0,8.990792502225501,13.63250962171517,22.180170980394745,23.069717723399698,4,5
13,3,1.0,33.333333333333336,5,93.3469196948909,133.02008836227066,138.6208488349405,1,33.333333333333336,8.947718818873687,13.586361557545482,20.088362270661992,20.848834940498577,4,5
14,1,0.0,0.0,1,90.00808223476896,90.00808223476896,90.00808223476896,0,0.0,3.8102765732406367,8.082234768965174,8.082234768965174,8.082234768965174,4,5
15,0,,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4,5
1,25,17.0,68.0,6,3.3733050492140904,6.820765474085486,7.777820627094255,16,64.0,9.133169917590957,13.305049214090728,25.078551571861016,25.526765277438212,5,6
2,31,23.0,74.19354838709677,6,7.497129520082685,14.018350177295304,15.420422940375357,22,70.96774193548387,8.762184367275244,13.258552340749096,23.57575821628582,25.046461928504495,5,6
3,13,6.0,46.15384615384615,6,7.703039577414496,12.011738168351062,12.015542652803838,5,38.46153846153846,6.570601257890657,10.731885106803572,20.035352963203003,20.03654404427035,5,6
4,20,12.0,60.0,6,26.264860331201625,56.37525886148644,61.6985365589404,12,60.0,10.136816694073284,14.86033120162146,25.258861486434746,28.536558940405623,5,6
5,7,3.0,42.857142857142854,6,18.586757164629265,37.01279581002585,39.41238907624811,2,28.571428571428573,10.57388311141303,15.328593200695684,20.520170912246808,20.93519666881554,5,6
6,14,6.0,42.857142857142854,6,27.873030189152992,50.271888077554465,58.063494845815924,5,35.714285714285715,11.095398780319817,15.88733201013616,27.389680922093707,27.50783070259261,5,6
7,6,3.0,50.0,6,41.68066010687461,68.76686401899588,73.76401185811424,2,33.333333333333336,9.94993129777223,13.993440207946648,26.029445979536497,27.253587037536906,5,6
8,4,2.0,50.0,6,31.268347451496595,46.27199180934922,49.27128959452521,1,25.0,13.391625278092185,18.34745149659463,26.088062489285523,26.790277313295718,5,6
9,10,3.0,30.0,6,51.01451080367525,90.01781886638425,90.02143946727334,2,20.0,9.810574667141081,14.510803675248846,21.757068521169696,22.227107700726627,5,6
10,9,7.0,77.77777777777777,6,84.46226520191347,184.01793679468005,196.8214122039773,4,44.44444444444444,12.900019569924659,17.820757469027917,23.515820995202997,24.174362165126382,5,6
11,2,0.0,0.0,2,50.01589904505909,50.01844414853361,50.01867037995357,0,0.0,11.106331506769287,15.899045059090414,18.44414853360922,18.670379953566446,5,6
12,7,3.0,42.857142857142854,6,111.44369714189806,222.0129148665958,236.4138075011394,2,28.571428571428573,10.3845190804099,15.125713326625302,23.07052325298114,24.41060360169408,5,6
13,2,0.0,0.0,1,105.01742194994716,136.51652035041593,139.31644020823538,0,0.0,12.527780577369466,17.42194994716842,18.323549478411138,18.403691658966046,5,6
14,0,,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5,6
15,0,,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5,6
1,21,11.0,52.38095238095238,7,2.681191152144501,6.018771668236118,6.818406407968285,9,42.857142857142854,9.823344988992318,14.52448547783455,20.741402625531656,24.62589097458071,6,7
2,20,9.0,45.0,7,4.713163951669847,8.118212286671923,9.63805234215615,9,45.0,8.740125862387206,13.163951669845218,21.71555200145423,24.681157035004897,6,7
3,21,10.0,47.61904761904762,7,11.249499836345947,24.01696690929368,27.208159432592062,10,47.61904761904762,7.444664471278001,11.404598250709274,19.31733150050232,22.643220866601325,6,7
4,14,5.0,35.714285714285715,5,15.513687012587269,30.463676241362634,34.104139839012866,5,35.714285714285715,9.041664484011648,13.687012587266812,18.5607400455868,19.667110843642334,6,7
5,15,7.0,46.666666666666664,4,24.67984871410147,43.015943246667455,48.61223927513319,7,46.666666666666664,8.570340074805653,13.182047434806432,18.517046484716897,18.553429096989213,6,7
6,20,10.0,50.0,5,38.26505147761135,60.76661125329534,72.16832980382515,10,50.0,10.315228943312531,15.051477611351578,18.78733595976957,19.211332392355768,6,7
7,5,1.0,20.0,3,40.01201272680335,70.01254950780604,74.01218094392092,1,20.0,8.225623558069358,12.012726803348798,17.483118203863526,17.85211355646741,6,7
8,11,5.0,45.45454545454545,4,61.37538535364118,112.5066539350396,122.50133078700793,5,45.45454545454545,7.572163765346289,11.748990004822973,16.575637963642873,16.732718265208362,6,7
9,9,1.0,11.11111111111111,7,40.012347527477715,60.01188321193961,60.01283084788667,0,0.0,7.79141577908272,12.34752747771904,21.202663338542553,24.037031618806363,6,7
10,10,3.0,30.0,7,80.01343733317233,142.01848516629408,156.4148509155086,3,30.0,8.808618694302677,13.43733317234135,20.876288497884854,23.40525280611754,6,7
11,5,1.0,20.0,3,80.01644486336468,140.01927714603875,148.01926673298593,1,20.0,11.615787434887896,16.44486336467667,19.316194986828545,19.326608039649535,6,7
12,6,1.0,16.666666666666668,3,100.01330321669718,165.0155206588594,177.01735740901594,1,16.666666666666668,8.683437049368436,13.303216697181602,18.7570330001088,19.00781605212008,6,7
13,3,0.0,0.0,3,70.01348792644295,70.01716232713781,70.01732039276588,0,0.0,8.85584144475063,13.487926442950277,17.162327137816355,17.320392765878157,6,7
14,2,0.0,0.0,2,90.01635728739484,90.01667765587487,90.0167061330731,0,0.0,11.53404577005493,16.35728739483823,16.67765587487366,16.706133073099032,6,7
15,1,0.0,0.0,1,150.0141112933534,150.0141112933534,150.0141112933534,0,0.0,9.437679695097733,14.111293353415963,14.111293353415963,14.111293353415963,6,7
1,33,20.0,60.60606060606061,8,3.9516996649951923,9.412496971452162,10.69280133173288,20,60.60606060606061,7.752398740712649,12.305725601252922,17.735734359124343,22.31447219988098,7,8
2,23,12.0,52.17391304347826,6,5.838296191622544,11.808190739733323,12.007644362722768,12,52.17391304347826,7.824663399323765,12.209235100805124,18.81852370211376,19.034704435199476,7,8
3,16,7.0,43.75,8,9.511435562521372,21.008585346583597,23.40857128102905,6,37.5,7.6402409168369125,11.43556252137245,18.61085170261425,22.446672524151275,7,8
4,9,2.0,22.22222222222222,8,10.12253352761089,18.214340350989254,20.456274635413518,1,11.11111111111111,7.3427712165413555,11.42241649978045,18.902563342235517,19.82787871784198,7,8
5,14,5.0,35.714285714285715,8,20.72596231621164,43.50728092318006,48.701456184636,5,35.714285714285715,7.4318672606908365,11.676601925920483,18.79119899263583,22.984598501553968,7,8
6,12,6.0,50.0,8,32.514357010180895,66.76664941459688,73.36264835963557,4,33.333333333333336,9.978153574563422,14.357010180894404,23.26028151026077,24.961453611088334,7,8
7,11,3.0,27.272727272727273,8,38.649669738834,62.51593633852192,72.5124137034924,2,18.181818181818183,9.025541506977616,13.306102470357581,22.339314883220737,23.93906094272993,7,8
8,6,1.0,16.666666666666668,3,41.677155943248785,68.76314654033378,73.76233638849243,1,16.666666666666668,6.0569614286032865,10.489276582118531,15.711608106562005,16.09000941241303,7,8
9,13,8.0,61.53846153846154,3,136.1687197382657,282.01782070129343,296.4180408537721,8,61.53846153846154,10.149186983539975,14.873584419542105,19.22025142203376,19.812227758207364,7,8
10,8,1.0,12.5,4,65.01121107444568,106.00514679203654,117.2010293584073,1,12.5,7.1973632036701325,11.211074445680984,17.351889444051714,17.408194885673723,7,8
11,5,1.0,20.0,3,80.01462123181321,140.01137913838403,148.01088255946513,1,20.0,9.913646090247799,14.621231813208158,16.7272173208858,16.801579648484935,7,8
12,4,1.0,25.0,8,75.01545126932052,111.01319854380544,118.21222997951044,0,0.0,10.68838655668608,15.45126932051929,19.75993138015651,19.999352325426177,7,8
13,8,2.0,25.0,3,131.26653207475152,210.0181042019167,210.01923890955123,2,25.0,11.697188805209283,16.532074751509086,18.9352872685637,19.405126621591382,7,8
14,4,1.0,25.0,2,157.5128387573452,256.5106507985783,267.310030992286,1,25.0,8.249919947056682,12.838757345220984,18.342659635423832,18.80876313937578,7,8
15,1,0.0,0.0,1,150.00505181395673,150.00505181395673,150.00505181395673,0,0.0,0.9817421842454622,5.0518139567170826,5.0518139567170826,5.0518139567170826,7,8
1,33,22.0,66.66666666666667,6,5.467593709935542,14.413506086013308,15.69170690640656,22,66.66666666666667,8.4454612467791,13.048255390087732,19.45964037450369,19.562611860304084,8,9
2,30,14.0,46.666666666666664,9,5.143918101240756,11.10669841517305,13.428110287388114,13,43.333333333333336,6.27054180443432,10.584767907422657,17.95548265684388,21.3294161613615,8,9
3,23,9.0,39.130434782608695,9,8.534204661572952,16.012156297777565,16.014905087099763,9,39.130434782608695,7.901558043899837,12.465531138168966,19.266044930980733,23.505815528991267,8,9
4,14,6.0,42.857142857142854,4,20.01327827652565,44.46417339050412,48.10496714818821,6,42.857142857142854,8.660158390325986,13.278276525650389,16.12017963682899,16.267718736862957,8,9
5,14,7.0,50.0,4,28.58333229232017,53.51702493648206,58.71452293854019,7,50.0,7.377175556787841,11.903720891595608,18.2561721630974,18.61841327926894,8,9
6,17,7.0,41.1764705882353,9,33.540395932583024,63.01741625946581,72.61395611119784,7,41.1764705882353,6.73850193998409,10.984167877141072,19.932858004274244,24.525825059324603,8,9
7,11,5.0,45.45454545454545,4,75.01320153572205,162.5142753159547,172.51717340970004,5,45.45454545454545,8.588530053702444,13.201535722040148,18.673108144155613,19.29324815041157,8,9
8,7,1.0,14.285714285714286,9,32.15766563702102,50.018022990073895,50.01861215118088,0,0.0,10.088433036167725,14.808494163874926,20.6921449222869,21.354786110170725,8,9
9,10,3.0,30.0,4,66.01199927305743,136.51395868756026,147.3121702449229,3,30.0,7.4663620439990455,11.999273057433744,17.237223034421028,17.5947308891958,8,9
10,4,0.0,0.0,3,50.01015431383162,74.0027635590806,78.80055271181611,0,0.0,6.6776939429059405,10.154313831621478,17.77686212650145,18.294354188584105,8,9
11,8,2.0,25.0,3,100.01417498720576,182.51357844539652,196.51230595982867,2,25.0,9.497130267443751,14.174987205765214,18.619494490517003,19.116315710455503,8,9
12,1,0.0,0.0,1,60.0142075543037,60.0142075543037,60.0142075543037,0,0.0,9.52752774758893,14.207554303704786,14.207554303704786,14.207554303704786,8,9
13,6,1.0,16.666666666666668,9,81.67856007844746,122.51041812881903,136.50784717448764,0,0.0,7.367553238229072,11.893411780793906,18.87193953097911,19.821753955590697,8,9
14,3,1.0,33.333333333333336,1,180.01284131288014,261.0081262193604,268.20757751983933,1,33.333333333333336,8.252305232433477,12.841312880157064,16.535963134794212,16.73479639361209,8,9
15,0,,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,8,9
1,17,6.0,35.294117647058826,10,2.187409150361716,5.209687268389431,5.855080525742582,5,29.41176470588235,6.476315601266373,10.938562126422184,18.60633989541636,20.93762510479662,9,10
2,16,6.0,37.5,10,4.51129926953995,10.515019326474706,11.714993013896018,5,31.25,7.046337729478662,11.299269539949556,19.425314958202236,21.101420117353793,9,10
3,22,15.0,68.18181818181819,4,20.559329319212143,47.80889780355369,51.17440861051601,15,68.18181818181819,9.216917018263825,13.874773757597035,18.940999924993434,19.4834602760517,9,10
4,12,3.0,25.0,10,11.678870596202588,24.15615211303605,27.24216751244909,2,16.666666666666668,7.968511012061501,12.20392953592163,21.344048642202168,24.127286088330422,9,10
5,21,10.0,47.61904761904762,10,25.72702952679437,50.02403749388318,58.018700151510146,9,42.857142857142854,8.161300328888236,12.743812508659696,24.03749388317571,24.64130285004247,9,10
6,19,7.0,36.8421052631579,10,33.95997963553489,76.51371540645005,87.30993643662092,6,31.57894736842105,8.037535973768819,12.61121448226568,19.31120724560055,19.909607498514987,9,10
7,11,4.0,36.36363636363637,10,40.92410978925093,87.51461293213404,97.51583041853661,2,18.181818181818183,10.62421406635214,15.018880160014563,26.46205739200628,27.32230599657513,9,10
8,10,3.0,30.0,10,42.51082711274162,88.76002869727986,97.7567717901893,3,30.0,6.745642994599254,10.827112741624159,21.666513409581402,23.057804865544707,9,10
9,4,0.0,0.0,3,37.51334660467,55.515176671693794,59.114667810129376,0,0.0,8.723934518463222,13.346604670000914,18.145030819593412,18.653892384014934,9,10
10,11,8.0,72.72727272727273,2,203.6496053189652,380.01127718609143,396.0120888077847,8,72.72727272727273,8.626002350914439,13.241682601567506,18.246687625536268,18.543477519082106,9,10
11,7,2.0,28.571428571428573,3,100.01316241603868,185.0161775445388,197.0171671142882,2,28.571428571428573,8.552016520918341,13.162416038677573,17.22819973924316,17.37724532832361,9,10
12,4,1.0,25.0,2,105.01350488496013,171.01433502599141,178.2146754926745,1,25.0,8.871670186685593,13.504884960116636,15.97100967983972,16.141889727068573,9,10
13,2,0.0,0.0,1,105.01129808343984,136.5117067451304,139.31174307061403,0,0.0,6.811885629841337,11.29808343983337,11.706745130412315,11.743070614019333,9,10
14,2,0.0,0.0,1,135.01746045833798,175.51725055899385,179.11723190127438,0,0.0,12.563723541873705,17.460458337984285,17.670357682102942,17.689015401580154,9,10
15,0,,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,9,10
1,14,2.0,14.285714285714286,10,1.511257233034068,2.360222606116002,2.8776502200946554,1,7.142857142857143,7.04043669517842,11.25723303406824,19.714230883647005,20.535968277154723,10,10
2,23,11.0,47.82608695652174,10,4.96771250256473,8.019492204378933,9.570994123197966,11,47.82608695652174,6.711715275590135,11.190763434294766,19.813945204415397,20.031026601386248,10,10
3,18,10.0,55.55555555555556,4,12.457861200248455,24.611844241841712,27.327747185710432,10,55.55555555555556,8.789412188817513,13.416755804012634,19.03355425196778,19.11361735683556,10,10
4,17,10.0,58.8235294117647,4,23.895467080777053,50.41589187861892,54.888890497453126,10,58.8235294117647,8.506956255762201,13.11413960058092,18.267026841179042,18.86611998659807,10,10
5,14,7.0,50.0,4,26.442859397151157,50.01469934207442,50.01529400382497,7,50.0,9.602584830149542,14.287968579728172,19.293154234728753,19.321999889229577,10,10
6,7,2.0,28.571428571428573,10,19.30010296390723,30.01644518243449,30.018087081126556,0,0.0,9.69658517595298,14.388678192943255,23.2823796403655,23.886471034613667,10,10
7,10,5.0,50.0,3,70.01247054980287,138.76077390908577,147.75963562066178,5,50.0,7.906242365505156,12.470549802866577,17.286209541279746,17.84739682445764,10,10
8,14,7.0,50.0,4,67.87141415284232,133.7656401303266,146.76814408251715,7,50.0,9.587022696002986,14.271295699460495,19.1098927760778,19.485143120545917,10,10
9,9,3.0,33.333333333333336,3,63.34609400632952,108.01422733485667,117.61372750231737,3,33.333333333333336,8.591873158450262,12.760672996186338,17.734272838504953,19.104807222839167,10,10
10,3,0.0,0.0,2,53.34749367404222,76.01658129139567,79.2167338489516,0,0.0,9.483459519170482,14.160340708891253,16.581291395672597,16.733848951614306,10,10
11,3,0.0,0.0,2,66.68367960959995,95.0138011318092,99.0132562446556,0,0.0,12.146021582227517,17.01294293327383,19.736770423178033,19.892243914549226,10,10
12,4,0.0,0.0,3,75.01294878944782,111.0180457889349,118.21814572073728,0,0.0,8.352621718643254,12.948789447811492,18.045788934923664,18.145720737296354,10,10
13,2,0.0,0.0,1,105.01481278633018,136.51395688008122,139.31388079952578,0,0.0,10.092439258664808,14.812786330192893,15.668692579141656,15.744773134603767,10,10
14,1,0.0,0.0,1,90.00638987451934,90.00638987451934,90.00638987451934,0,0.0,2.230661245465205,6.389874519338764,6.389874519338764,6.389874519338764,10,10
15,1,0.0,0.0,1,150.01642017269023,150.01642017269023,150.01642017269023,0,0.0,11.592741651453538,16.420172690232068,16.420172690232068,16.420172690232068,10,10
